run_id,case_id,generation_mode,trial_id,provider,provider_mode,scientific_llm_evidence,performance_evidence_scope,model,prompt_sha256,request_hash,raw_response_hash,parsed_plan_hash,cache_key,cache_hit,initial_json_valid,final_json_valid,initial_plan_valid,final_plan_valid,repair_rate,repair_count,provider_failure,artifact_dir
stub_frozen_20260721,ref_fp2_p16_opamp,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,bc1fce9f4638b5b92ef4a26dca78a429deddbd0602c6c3dbd2ca79ed6289a53c,79e11d47b970170c554e769d9cff97aac13067248e7c2e26c2572b05494d5e66,e51c16aed9ae97e6cde7efd4f915172bdd3f24d8f384e1bd5c0f54629d03a38a,ea2250eed9127d4c81694d1fe9803c8d0c1c7646fa2dd97be937290942fba0c2,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p16_opamp\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p16_opamp,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,bc1fce9f4638b5b92ef4a26dca78a429deddbd0602c6c3dbd2ca79ed6289a53c,79e11d47b970170c554e769d9cff97aac13067248e7c2e26c2572b05494d5e66,e51c16aed9ae97e6cde7efd4f915172bdd3f24d8f384e1bd5c0f54629d03a38a,335eafaa0a62b11a46f1d3d267de98c5ad9fc2f17d16fd10e8992cc8eba8502d,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p16_opamp\deepseek_refinement\trial_03
stub_frozen_20260721,ref_fp2_p20_opamp,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,e6c6aaf1640147285b2e2f8812df307587e23f07650f04c4ba6548a890d913f4,78f741f9ae14a9f044febb468648b99bd9f1cebb5e54c7b59857937e54e2205a,e902d199051f57612e366cf834e2de9fb83b466dd6db2a3d8b67c9a43d272bf3,024a0a5990bd791298ad67d2793502232d9d2c703030f659bbf1c6e508d652e1,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p20_opamp\deepseek_refinement\trial_01
stub_frozen_20260721,ref_fp2_p20_opamp,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,e6c6aaf1640147285b2e2f8812df307587e23f07650f04c4ba6548a890d913f4,78f741f9ae14a9f044febb468648b99bd9f1cebb5e54c7b59857937e54e2205a,e902d199051f57612e366cf834e2de9fb83b466dd6db2a3d8b67c9a43d272bf3,54084945df20fe3d1da470659bd6266da265da0edaabf05c642e7c5d4fe546ac,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p20_opamp\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p20_opamp,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,e6c6aaf1640147285b2e2f8812df307587e23f07650f04c4ba6548a890d913f4,78f741f9ae14a9f044febb468648b99bd9f1cebb5e54c7b59857937e54e2205a,e902d199051f57612e366cf834e2de9fb83b466dd6db2a3d8b67c9a43d272bf3,5060427588548a0c5fd59ecd8c62cde578143e2dcc92234217d3c3d7b050ebdb,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p20_opamp\deepseek_refinement\trial_03
stub_frozen_20260721,ref_fp2_p22_oscillator,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,9e316b755dd7dae77c551e341e2e74ee95ee6acc9b33a385abf61a1670c97d0a,cd6d5a6ec61fe68e3e3ae34a59ef93cf07f3c6607358418c13a3f3ca4022b39f,798728cd55416ac0fa083d5a41de94f10729dc9100a6e3f975b487b70ad37ba4,0aec0a7e7451cf6afee27a331d8e4a0e333a6a6adc29fd5361fd2416dc1fc8d2,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p22_oscillator\deepseek_refinement\trial_01
stub_frozen_20260721,ref_fp2_p22_oscillator,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,9e316b755dd7dae77c551e341e2e74ee95ee6acc9b33a385abf61a1670c97d0a,cd6d5a6ec61fe68e3e3ae34a59ef93cf07f3c6607358418c13a3f3ca4022b39f,798728cd55416ac0fa083d5a41de94f10729dc9100a6e3f975b487b70ad37ba4,d28931ebde0b447b98f5f50deb6e52e7692f108c4c1ca8693d62141ed5625029,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p22_oscillator\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p22_oscillator,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,9e316b755dd7dae77c551e341e2e74ee95ee6acc9b33a385abf61a1670c97d0a,cd6d5a6ec61fe68e3e3ae34a59ef93cf07f3c6607358418c13a3f3ca4022b39f,798728cd55416ac0fa083d5a41de94f10729dc9100a6e3f975b487b70ad37ba4,e4cb1b4e9077269a707aafa9c84ff0421187282a1521d3159f08c7e9d45a4c7e,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p22_oscillator\deepseek_refinement\trial_03
stub_frozen_20260721,ref_fp2_p07_inverter,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,6d567a40017e2445b97e44e4bf0071cc0a9b3b08e0fe05f3d0973789575e05e8,9d6af48fc05687e33f7b8fc22be5338fe5a46eacc48d8648aa2d50ee2863b791,9bb3e82ea299082d609cb7db9a9b3913bdce4fb40ad29548aafdf3e4fcea8d2c,2b0d9aefc1b042a9a7675b45ce984f61f8bba8f0da9ec4b82d555543f7a2eb42,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p07_inverter\deepseek_refinement\trial_01
stub_frozen_20260721,ref_fp2_p07_inverter,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,6d567a40017e2445b97e44e4bf0071cc0a9b3b08e0fe05f3d0973789575e05e8,9d6af48fc05687e33f7b8fc22be5338fe5a46eacc48d8648aa2d50ee2863b791,9bb3e82ea299082d609cb7db9a9b3913bdce4fb40ad29548aafdf3e4fcea8d2c,4b89178f5c51875897744cf584b2e60280409a41e8c56f0189fbc5277128e78a,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p07_inverter\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p07_inverter,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,6d567a40017e2445b97e44e4bf0071cc0a9b3b08e0fe05f3d0973789575e05e8,9d6af48fc05687e33f7b8fc22be5338fe5a46eacc48d8648aa2d50ee2863b791,9bb3e82ea299082d609cb7db9a9b3913bdce4fb40ad29548aafdf3e4fcea8d2c,21c8c2080e526f7021f275ec5f994bf40eb7c4360744484fae538d18968586ea,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p07_inverter\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,778da98c62f3f5cf4bfffdf22034e096a3757bc7b59ed068a145bb346035539c,a89e2b9b1ff4bd6f39bf6cf8de7f267aaf8aacfeb05ede725a40e55f24398bc3,e8715745c996692a13fbe57edb1857e207d07b63c679490ed16fff8c4fc6113e,92c5592db005e569c1d0fd4126a4057504274590460fc332e3e5b3ab23123429,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_006_p01_gain_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,778da98c62f3f5cf4bfffdf22034e096a3757bc7b59ed068a145bb346035539c,a89e2b9b1ff4bd6f39bf6cf8de7f267aaf8aacfeb05ede725a40e55f24398bc3,e8715745c996692a13fbe57edb1857e207d07b63c679490ed16fff8c4fc6113e,0f295abe06605ca7795295295a44bde872137e8c61cc0dde00ce547102070b85,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_006_p01_gain_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,778da98c62f3f5cf4bfffdf22034e096a3757bc7b59ed068a145bb346035539c,a89e2b9b1ff4bd6f39bf6cf8de7f267aaf8aacfeb05ede725a40e55f24398bc3,e8715745c996692a13fbe57edb1857e207d07b63c679490ed16fff8c4fc6113e,f415f7608cdd0f0baad9398aa0f3ec620f12283374e2f79fc0f2f135f3f14fa3,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_006_p01_gain_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_023_p05_current_strong,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,51f456bdeaec2a9a8f3a6727be701f62281be8f4203b9b3932b89541438df71c,51f41a9d1ab193ad78e299b7e1046c11fe1aaa13fdcd13333e7804066a1c51c3,d4187741ea0843b90d0e451352ecfd8bbe2877cef24e49890c6eced54b6697f4,3921d42e5131a5349025956af30c45675567f68e5a95e0a18bb0bfd2942e268e,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_023_p05_current_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_023_p05_current_strong,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,51f456bdeaec2a9a8f3a6727be701f62281be8f4203b9b3932b89541438df71c,51f41a9d1ab193ad78e299b7e1046c11fe1aaa13fdcd13333e7804066a1c51c3,d4187741ea0843b90d0e451352ecfd8bbe2877cef24e49890c6eced54b6697f4,88a4d77c6f5a175e030d31fe0e509e9150dbebf818cb2b27e79a4d92a0c0adc5,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_023_p05_current_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_023_p05_current_strong,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,51f456bdeaec2a9a8f3a6727be701f62281be8f4203b9b3932b89541438df71c,51f41a9d1ab193ad78e299b7e1046c11fe1aaa13fdcd13333e7804066a1c51c3,d4187741ea0843b90d0e451352ecfd8bbe2877cef24e49890c6eced54b6697f4,c71cd76c946b62c6aafa8997d225e6c1800bbb4bdd9bc8bbda5eb7a9c97b4319,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_023_p05_current_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_011_p17_current_strong,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,7af8c235fe7b76006034adb3bd85af64465d40718007f8ba0f5ccbfd9962792b,5e79cf9e31280d652949e5520f0f777278cb7f4643bff243ea41f71a1844b530,479c1db271351231932d01c582e6eac330d60cc720d758d155477d18cad32235,c3c49f09c59bc758a620ac047bcab0a21cf7fb867bc118ee1ccb99a855a61a87,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_011_p17_current_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_011_p17_current_strong,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,7af8c235fe7b76006034adb3bd85af64465d40718007f8ba0f5ccbfd9962792b,5e79cf9e31280d652949e5520f0f777278cb7f4643bff243ea41f71a1844b530,479c1db271351231932d01c582e6eac330d60cc720d758d155477d18cad32235,8b2d27eace7baf29bb27fb8aec66ca1cc93dd8e659137487cdd2d14fcc10abc4,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_011_p17_current_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_011_p17_current_strong,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,7af8c235fe7b76006034adb3bd85af64465d40718007f8ba0f5ccbfd9962792b,5e79cf9e31280d652949e5520f0f777278cb7f4643bff243ea41f71a1844b530,479c1db271351231932d01c582e6eac330d60cc720d758d155477d18cad32235,5f5468938692b0b080868a743fa4e45115cd41f261c0c915704d338d8251184c,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_011_p17_current_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,bf28ae587ca70af2f42262839305f9c5e4c9c7033c6e1e1f45b0bd14c8c79289,42373eb9a59ee3dea8c997bf9432626ee63e26c39392d0fbd8f63429faa1d50e,8fa50155921b9453c85863799530388cfdaa9fe979bc9fe25f54c3fffc52b697,ccf33bd2b7c3516636a8842b984c044bb710a21f14675df687a4f971a17b4810,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_012_p16_bias_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,bf28ae587ca70af2f42262839305f9c5e4c9c7033c6e1e1f45b0bd14c8c79289,42373eb9a59ee3dea8c997bf9432626ee63e26c39392d0fbd8f63429faa1d50e,8fa50155921b9453c85863799530388cfdaa9fe979bc9fe25f54c3fffc52b697,ad28f03ae4c1b6d30ee33f3528d6de65fe6eb43f0ed24a44a133573bdc636baa,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_012_p16_bias_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,bf28ae587ca70af2f42262839305f9c5e4c9c7033c6e1e1f45b0bd14c8c79289,42373eb9a59ee3dea8c997bf9432626ee63e26c39392d0fbd8f63429faa1d50e,8fa50155921b9453c85863799530388cfdaa9fe979bc9fe25f54c3fffc52b697,28a955c9f8348aa6b01903860f0889b8df5c314aeb05ac937157224c94f41e3e,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_012_p16_bias_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,cb9c29f3d3ca93f4493c1477069d1b513996131143215817af0cdaf311c27d07,d6ea8c606111704604d93492d8462539ea65cba9b4fd50f8c54195290a96f035,a95d487e71fc20a7620b6ffe6eaf5dfd1f63b2426c905d9d1fe1467dc900cb7e,f40a095865f85cfa92c2f81eb88dad0bde82821f3535f8e5476ab9b822e62ec5,c12732ca34bc04d7f56480a83ab1852a862315dea6a204f0c8c1269fbac8de9b,False,True,True,True,True,False,0,False,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_013_p20_bias_strong\deepseek_refinement\trial_01
