run_id,case_id,generation_mode,trial_id,testbench_validity_status,execution_status,simulation_mode,measurement_backend,artifact_dir
stub_frozen_20260721,ref_fp2_p16_opamp,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p16_opamp\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p16_opamp,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p16_opamp\deepseek_refinement\trial_03
stub_frozen_20260721,ref_fp2_p20_opamp,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p20_opamp\deepseek_refinement\trial_01
stub_frozen_20260721,ref_fp2_p20_opamp,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p20_opamp\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p20_opamp,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p20_opamp\deepseek_refinement\trial_03
stub_frozen_20260721,ref_fp2_p22_oscillator,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p22_oscillator\deepseek_refinement\trial_01
stub_frozen_20260721,ref_fp2_p22_oscillator,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p22_oscillator\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p22_oscillator,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p22_oscillator\deepseek_refinement\trial_03
stub_frozen_20260721,ref_fp2_p07_inverter,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p07_inverter\deepseek_refinement\trial_01
stub_frozen_20260721,ref_fp2_p07_inverter,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p07_inverter\deepseek_refinement\trial_02
stub_frozen_20260721,ref_fp2_p07_inverter,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\ref_fp2_p07_inverter\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,UNAVAILABLE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_006_p01_gain_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,UNAVAILABLE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_006_p01_gain_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,UNAVAILABLE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_006_p01_gain_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_023_p05_current_strong,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_023_p05_current_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_023_p05_current_strong,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_023_p05_current_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_023_p05_current_strong,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_023_p05_current_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_011_p17_current_strong,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_011_p17_current_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_011_p17_current_strong,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_011_p17_current_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_011_p17_current_strong,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_011_p17_current_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_012_p16_bias_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_012_p16_bias_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_012_p16_bias_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_013_p20_bias_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_013_p20_bias_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_013_p20_bias_strong,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_013_p20_bias_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_019_p22_amplitude_strong,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_019_p22_amplitude_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_019_p22_amplitude_strong,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_019_p22_amplitude_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_019_p22_amplitude_strong,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_019_p22_amplitude_strong\deepseek_refinement\trial_03
stub_frozen_20260721,fp2_cv_026_p07_output_strong,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_026_p07_output_strong\deepseek_refinement\trial_01
stub_frozen_20260721,fp2_cv_026_p07_output_strong,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_026_p07_output_strong\deepseek_refinement\trial_02
stub_frozen_20260721,fp2_cv_026_p07_output_strong,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_MEASURE,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\fp2_cv_026_p07_output_strong\deepseek_refinement\trial_03
stub_frozen_20260721,wrdata_nominal,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\wrdata_nominal\deepseek_refinement\trial_01
stub_frozen_20260721,wrdata_nominal,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\wrdata_nominal\deepseek_refinement\trial_02
stub_frozen_20260721,wrdata_nominal,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\wrdata_nominal\deepseek_refinement\trial_03
stub_frozen_20260721,wrdata_controlled_violation,deepseek_refinement,trial_01,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\wrdata_controlled_violation\deepseek_refinement\trial_01
stub_frozen_20260721,wrdata_controlled_violation,deepseek_refinement,trial_02,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\wrdata_controlled_violation\deepseek_refinement\trial_02
stub_frozen_20260721,wrdata_controlled_violation,deepseek_refinement,trial_03,VALID,SUCCESS,REAL,NGSPICE_WRDATA,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\llm_deepseek\stub_frozen_20260721\wrdata_controlled_violation\deepseek_refinement\trial_03
