run_id,case_id,use_case,circuit_family,ground_truth_label,generation_mode,trial_id,provider,provider_mode,scientific_llm_evidence,performance_evidence_scope,model,prompt_version,initial_json_valid,final_plan_valid,repair_count,testbench_validity_status,execution_status,simulation_mode,measurement_backend,requested_metric_count,evaluated_metric_count,metric_coverage,compliance_status,scientific_category,evaluation_outcome,generation_latency_s,simulation_latency_s,prompt_tokens,completion_tokens,total_tokens,manifest_source,cache_used,metric_name,metric_value,metric_unit,metric_operator,metric_threshold,metric_status,netlist_sha256,specification_sha256,testbench_sha256,artifact_dir,source_artifact
stub_frozen_20260721,ref_fp2_p17_currentmirror,UC_DC_CURRENT_POWER,current_mirror,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00014199999986885814,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p17_currentmirror,UC_DC_CURRENT_POWER,current_mirror,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00014620000001741573,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p16_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,,TRUE_ACCEPT,0.0,0.0,,,,frozen_v3_reference,False,quiescent_current,0.0006250000015100062,A,within,0.0001..0.05,PASS,2c13a8e0aaf4730cf7fc1f228287f37342eaecc3455d9277f1b7a84ce2709c8c,2d3f717815e244a88039632ee9645c0f56d3b0b2a6e65f08bde1f9900777a515,e7f53d10ef5a7ffa600172a382a4ff5180a4fcfb7ca952bba459e130b434a312,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\ref_fp2_p16_opamp,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_b3i6dqiw\measures.txt
stub_frozen_20260721,ref_fp2_p16_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.0001480999999330379,0.002000093460083008,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p16_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.0001452999995308346,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p16_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00016740000046411296,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p20_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,,TRUE_ACCEPT,0.0,0.0,,,,frozen_v3_reference,False,quiescent_current,0.001724533004994869,A,within,0.0005..0.05,PASS,4be8d0cf8b361ca8adc1392c9b7d8af8694bf3a06d4c2a91600cda708c7b8339,1a4a366a1714a3057701c90f2728158f5f173ea0a22b06b280879283f7dd9f75,111ac954e226459dc41ceaa27400a3ba00d0ca241531b216c7c9c05dfcf7b94e,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\ref_fp2_p20_opamp,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_kgjtctgs\measures.txt
stub_frozen_20260721,ref_fp2_p20_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00014620000001741573,0.001003265380859375,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p20_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00033010000061040046,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p20_opamp,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00014850000025035115,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p22_oscillator,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,,TRUE_ACCEPT,0.0,0.0,,,,frozen_v3_reference,False,startup_amplitude,4.11339e-09,V,>=,1e-12,PASS,060c0dc5b6e4b187e05faa579f430ea19b0ad2ce490288d324c174fc2df573cb,d0eaf17d4e54e6327663d9bf99da650ee3ed68c83427e73965dc9f0a08eb6245,e94daa443e3f0f048c29bb4055eaf04950a07fed9903bd02138f31841c92e3d0,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\ref_fp2_p22_oscillator,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_fts8506u\measures.txt
stub_frozen_20260721,ref_fp2_p22_oscillator,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00015639999946870375,0.0009834766387939453,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p22_oscillator,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00014689999989059288,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p22_oscillator,UC_OSCILLATION_FREQUENCY,oscillator,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_WRDATA,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00014120000014372636,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p07_inverter,UC_DC_BIAS,inverter,GROUND_TRUTH_COMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,,TRUE_ACCEPT,0.0,0.0,,,,frozen_v3_reference,False,operating_point,4.933147126837077,V,within,0.5..5.1,PASS,d2846b9031cad7f8f2e941d0b7695ab692bb2ddfe353c5c371d31538541db70a,c4493ad168ea12e196ae696e5720481f9e0cd1f1c1c0885ed6a31a0360b2227a,df7cb6ec57d2480138e9d7375c07f9ee79b621633d4b420a3155147e44b7ee21,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\ref_fp2_p07_inverter,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_c3411v05\measures.txt
stub_frozen_20260721,ref_fp2_p07_inverter,UC_DC_BIAS,inverter,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00013920000037614955,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p07_inverter,UC_DC_BIAS,inverter,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00017159999970317585,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,ref_fp2_p07_inverter,UC_DC_BIAS,inverter,GROUND_TRUTH_COMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,TRUE_ACCEPT,0.00015410000014526304,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,UC_AC_GAIN,amplifier,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,dc_gain_db,-40.00000000000868,dB,>=,-35.0,FAIL,298ea2ec7594408604d6b3204b9b7516d7bcd65717db080ccac62c0a518d520a,f790722aea586a44e59bffbd628117e42f56a064bdfc2f505c691d5ba2f4bebc,e73c8a0093a7ef645584c19790b671cf1d46a7869c6635eac417647aa0f864c5,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\fp2_cv_006_p01_gain_strong,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_1fy9w6hn\measures.txt
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,UC_AC_GAIN,amplifier,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,UNAVAILABLE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0001593000006323564,0.001001596450805664,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,UC_AC_GAIN,amplifier,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,UNAVAILABLE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0001795999996829778,0.0010025501251220703,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_006_p01_gain_strong,UC_AC_GAIN,amplifier,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,UNAVAILABLE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0001806999998734682,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_023_p05_current_strong,UC_DC_CURRENT_POWER,amplifier,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,quiescent_current,0.004883194641745619,A,<=,0.001,FAIL,47272e7e6e59f11222ba89664ec710a9f8c421c4898bdec3909e799166a5f8c7,ee2ea082be2a3a46b51d7f8b554b7814b04453ae54eb29fdb9308296b9ea7f5b,3a8eeca37b39b88d363d266954c8c926cab050176a6685c707c7018dc48ac334,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\fp2_cv_023_p05_current_strong,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_uantpp2c\measures.txt
stub_frozen_20260721,fp2_cv_023_p05_current_strong,UC_DC_CURRENT_POWER,amplifier,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.00013660000058735022,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_023_p05_current_strong,UC_DC_CURRENT_POWER,amplifier,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.00017439999919588445,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_023_p05_current_strong,UC_DC_CURRENT_POWER,amplifier,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0001756999999997788,0.0010051727294921875,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_011_p17_current_strong,UC_DC_CURRENT_POWER,current_mirror,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,quiescent_current,1.999999910259551e-09,A,within,0.0001..0.05,FAIL,3336525d7dcd9e48da77cdf093af33d02282ddcf43d22577b10026e816e93e28,2b41d06d998312662ca88ec3faa2eea6c6c80f93056242d26357af0479d7d9e8,be6c537deac42fc12a69e1fd0bc57c5254062498829d5e29a197f065f4afbcb8,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\fp2_cv_011_p17_current_strong,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_538iqp91\measures.txt
stub_frozen_20260721,fp2_cv_011_p17_current_strong,UC_DC_CURRENT_POWER,current_mirror,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.00014079999982641311,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_011_p17_current_strong,UC_DC_CURRENT_POWER,current_mirror,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.0012396000001899665,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_011_p17_current_strong,UC_DC_CURRENT_POWER,current_mirror,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,PASS,SIMULABLE_COMPLIANT,FALSE_ACCEPT,0.00013420000050246017,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deterministic,deterministic,historical_reference,,False,DETERMINISTIC_BASELINE,frozen_v3_reference,,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,,TRUE_DETECTION,0.0,0.0,,,,frozen_v3_reference,False,quiescent_current,4.199999995590001e-13,A,within,0.0001..0.05,FAIL,adf7bae8d4e9ed9fddee013f241267789bdb42589bb734abbe66f50f740e99ce,2d3f717815e244a88039632ee9645c0f56d3b0b2a6e65f08bde1f9900777a515,fdda14a61d546840dc58ef5bd13b6a9ff891dbf689e2ff660ce0502a7167dc90,E:\my_organisation\Memoire Maruba\code\Spec2Testbench\artifacts\frozen_pilot_v2\20260712T174939Z\fp2_cv_012_p16_bias_strong,C:\Users\Admin\AppData\Local\Temp\spec2tb_native_n_uaf0al\measures.txt
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_01,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.00036670000008598436,0.0,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_02,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.00014960000044084154,0.0010020732879638672,,,,,,,,,,,,,,,,
stub_frozen_20260721,fp2_cv_012_p16_bias_strong,UC_DC_CURRENT_POWER,opamp,GROUND_TRUTH_NONCOMPLIANT,deepseek_refinement,trial_03,deepseek-stub-v1,STUB,False,SOFTWARE_INTEGRATION_ONLY,deepseek-stub-v1,deepseek_testbench_planner_v1,True,True,0,VALID,SUCCESS,REAL,NGSPICE_MEASURE,1,1,1.0,FAIL,SIMULABLE_NONCOMPLIANT,TRUE_DETECTION,0.0001446999995096121,0.0,,,,,,,,,,,,,,,,
